PMID,OWN,STAT,LR,IS,VI,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,IP,COIS,AUID,DCOM,MH,CON,RN,GR,PS,FPS,TT,CN,CIN,MID,RF
26765326,NLM,MEDLINE,20161230,1465-3656 (Electronic) 1355-4794 (Linking),22,2016,"""Cat-gras"" delusion: a unique misidentification syndrome and a novel explanation.",251-6,10.1080/13554794.2015.1136335 [doi],"ABSRACT Capgras syndrome is a distressing delusion found in a variety of neurological and psychiatric diseases where a patient believes that a family member, friend, or loved one has been replaced by an imposter. Patients recognize the physical resemblance of a familiar acquaintance but feel that the identity of that person is no longer the same. Here we describe a 73-year-old male with right posterior frontal and bilateral anterior-medial frontal damage from prior brain trauma with a similar delusion of an imposter replacing his pet cat. Misidentification syndromes for animals, as opposed to humans, have been rarely reported. Neuropsychological testing showed deficits in executive processing and memory retrieval with prominent intrusions and false positive responses. The delusional belief content in Capgras syndrome has been hypothesized to result from loss of an emotional or autonomic response to familiar stimuli, from theory of mind deficits, or from loss of self-environment distinctions. We instead propose that Capgras delusions result from a dysfunction in linking external stimuli with retrieved internal autobiographical memories pertaining to that object. This leads to an erroneously learned identity that persists as a specific delusional belief.",,"['Darby, R Ryan', 'Caplan, David']","['Darby RR', 'Caplan D']","['a Department of Neurology , Massachusetts General Hospital , Boston , MA , USA.', ""b Department of Neurology , Brigham and Women's Hospital , Boston , MA , USA."", 'c Harvard Medical School , Boston , MA , USA.', 'a Department of Neurology , Massachusetts General Hospital , Boston , MA , USA.', 'c Harvard Medical School , Boston , MA , USA.']",['eng'],"['Case Reports', 'Journal Article']",20160114,England,Neurocase,Neurocase,9511374,IM,,['NOTNLM'],"['Capgras', 'Delusional misidentification syndrome', 'confabulation', 'episodic memory', 'identity']",2016/01/15 06:00,2016/10/26 06:00,['2016/01/15 06:00'],"['2016/01/15 06:00 [entrez]', '2016/01/15 06:00 [pubmed]', '2016/10/26 06:00 [medline]']",['10.1080/13554794.2015.1136335 [doi]'],ppublish,Neurocase. 2016;22(2):251-6. doi: 10.1080/13554794.2015.1136335. Epub 2016 Jan 14.,2,,,20161025,"['Aged', 'Animals', 'Capgras Syndrome/*diagnosis', 'Cats', 'Cerebral Cortex/*pathology', 'Humans', 'Male', 'Neuropsychological Tests', 'Positron-Emission Tomography', 'Tomography Scanners, X-Ray Computed']",,,,,,,,,,
29213434,NLM,PubMed-not-MEDLINE,20201001,1980-5764 (Print) 1980-5764 (Linking),10,2016 Jan-Mar,Capgras syndrome associated with limbic encephalitis in a patient with diffuse large B-cell lymphoma.,63-69,10.1590/S1980-57642016DN10100012 [doi],"We report the case of a patient with insidious onset and slowly progressive cognitive impairment, behavioral symptoms, temporal lobe seizures and delusional thoughts typical of delusional misidentification syndromes. Clinical presentation along with extensive diagnostic work-up revealed limbic encephalitis secondary to diffuse large B-cell lymphoma. The patient underwent immunotherapy with high-dose corticosteroid but no significant improvement was observed. No specific treatment for lymphoma was performed because the patient died of septic shock following a nosocomial respiratory infection. Delusional misidentification syndromes are an unusual and unique form of cognitive impairment in which a patient consistently misidentifies persons, places, objects, or events. Capgras syndrome is the most common subtype of this disorder, being defined by the recurrent and transient belief that someone close has been substituted by an imposter. These entities are generally associated with neurodegenerative diseases and psychiatric disturbances. Rare reports of associations between misidentification syndromes and autoimmune diseases such as multiple sclerosis have been published, but no papers address a correlation with limbic encephalitis or lymphoma.",,"['Soares, Herval Ribeiro Neto', 'Cavalcante, Wagner Cid Palmeira', 'Martins, Sebastiao Nunes Filho', 'Smid, Jerusa', 'Nitrini, Ricardo']","['Soares HR Neto', 'Cavalcante WCP', 'Martins SN Filho', 'Smid J', 'Nitrini R']","['Department of Neurology, University of Sao Paulo, Sao Paulo SP, Brazil.', 'Department of Neurology, University of Sao Paulo, Sao Paulo SP, Brazil.', 'Department of Pathology, University of Sao Paulo, Sao Paulo SP, Brazil.', 'Department of Neurology, University of Sao Paulo, Sao Paulo SP, Brazil.', 'Department of Neurology, University of Sao Paulo, Sao Paulo SP, Brazil.']",['eng'],['Case Reports'],,Brazil,Dement Neuropsychol,Dementia & neuropsychologia,101506587,,PMC5674917,['NOTNLM'],"['Capgras syndrome', 'limbic encephalitis', 'lymphoma']",2016/01/01 00:00,2016/01/01 00:01,['2017/12/08 06:00'],"['2017/12/08 06:00 [entrez]', '2016/01/01 00:00 [pubmed]', '2016/01/01 00:01 [medline]']",['10.1590/S1980-57642016DN10100012 [doi]'],ppublish,Dement Neuropsychol. 2016 Jan-Mar;10(1):63-69. doi: 10.1590/S1980-57642016DN10100012.,1,['Disclosure: The authors report no conflits of interest.'],,,,,,,,,,,,,
25309399,NLM,PubMed-not-MEDLINE,20200930,1662-5161 (Print) 1662-5161 (Linking),8,2014,Nature and extent of person recognition impairments associated with Capgras syndrome in Lewy body dementia.,726,10.3389/fnhum.2014.00726 [doi],"Patients with Capgras syndrome (CS) adopt the delusional belief that persons well-known to them have been replaced by an imposter. Several current theoretical models of CS attribute such misidentification problems to deficits in covert recognition processes related to the generation of appropriate affective autonomic signals. These models assume intact overt recognition processes for the imposter and, more broadly, for other individuals. As such, it has been suggested that CS could reflect the ""mirror-image"" of prosopagnosia. The purpose of the current study was to determine whether overt person recognition abilities are indeed always spared in CS. Furthermore, we examined whether CS might be associated with any impairments in overt affective judgments of facial expressions. We pursued these goals by studying a patient with Dementia with Lewy bodies (DLB) who showed clear signs of CS, and by comparing him to another patient with DLB who did not experience CS, as well as to a group of healthy control participants. Clinical magnetic resonance imaging scans revealed medial prefrontal cortex (mPFC) atrophy that appeared to be uniquely associated with the presence CS. We assessed overt person recognition with three fame recognition tasks, using faces, voices, and names as cues. We also included measures of confidence and probed pertinent semantic knowledge. In addition, participants rated the intensity of fearful facial expressions. We found that CS was associated with overt person recognition deficits when probed with faces and voices, but not with names. Critically, these deficits were not present in the DLB patient without CS. In addition, CS was associated with impairments in overt judgments of affect intensity. Taken together, our findings cast doubt on the traditional view that CS is the mirror-image of prosopagnosia and that it spares overt recognition abilities. These findings can still be accommodated by models of CS that emphasize deficits in autonomic responding, to the extent that the potential role of interoceptive awareness in overt judgments is taken into account.",,"['Fiacconi, Chris M', 'Barkley, Victoria', 'Finger, Elizabeth C', 'Carson, Nicole', 'Duke, Devin', 'Rosenbaum, R Shayna', 'Gilboa, Asaf', 'Kohler, Stefan']","['Fiacconi CM', 'Barkley V', 'Finger EC', 'Carson N', 'Duke D', 'Rosenbaum RS', 'Gilboa A', 'Kohler S']","['Department of Psychology, The Brain and Mind Institute, University of Western Ontario London, ON, Canada.', 'Department of Psychology, York University Toronto, ON, Canada.', 'Department of Clinical Neurological Sciences, Schulich School of Medicine, University of Western Ontario, London ON, Canada.', 'Department of Psychology, York University Toronto, ON, Canada.', 'Department of Psychology, The Brain and Mind Institute, University of Western Ontario London, ON, Canada.', 'Department of Psychology, York University Toronto, ON, Canada ; Rotman Research Institute, Baycrest Toronto, ON, Canada.', 'Rotman Research Institute, Baycrest Toronto, ON, Canada ; Department of Psychology, University of Toronto Toronto, ON, Canada.', 'Department of Psychology, The Brain and Mind Institute, University of Western Ontario London, ON, Canada ; Department of Psychology, York University Toronto, ON, Canada.']",['eng'],['Journal Article'],20140924,Switzerland,Front Hum Neurosci,Frontiers in human neuroscience,101477954,,PMC4173644,['NOTNLM'],"['Capgras syndrome', 'Lewy body dementia', 'affect perception', 'interoceptive awareness', 'person recognition']",2014/10/14 06:00,2014/10/14 06:01,['2014/10/14 06:00'],"['2014/05/24 00:00 [received]', '2014/08/28 00:00 [accepted]', '2014/10/14 06:00 [entrez]', '2014/10/14 06:00 [pubmed]', '2014/10/14 06:01 [medline]']",['10.3389/fnhum.2014.00726 [doi]'],epublish,Front Hum Neurosci. 2014 Sep 24;8:726. doi: 10.3389/fnhum.2014.00726. eCollection 2014.,,,,20141013,,,,,,,,,,,
25137816,NLM,MEDLINE,20140820,0746-1739 (Print) 0746-1739 (Linking),32,2014 May-Jun,Waiting for your coronation: a career-limiting trap.,162-5,,"Women are often reluctant to apply for promotions even when they are well deserved, simply believing good job performance will naturally lead to rewards. This phenomenon of advancement reticence has led to such labels as ""tiara syndrome,"" ""girl disease"", and ""imposter syndrome"". Women often undervalue their skills and are less effective at self-promotion than their male counterparts. A number of strategies can help battle these ""syndromes"" and ease the stress of ""taking off the tiara"".",,"['Fitzpatrick, Therese A', 'Curran, Connie R']","['Fitzpatrick TA', 'Curran CR']",,['eng'],['Journal Article'],,United States,Nurs Econ,Nursing economic$,8404213,N,,,,2014/08/21 06:00,2014/09/17 06:00,['2014/08/21 06:00'],"['2014/08/21 06:00 [entrez]', '2014/08/21 06:00 [pubmed]', '2014/09/17 06:00 [medline]']",,ppublish,Nurs Econ. 2014 May-Jun;32(3):162-5.,3,,,20140916,"['*Career Mobility', 'Female', 'Humans', 'Professional Competence']",,,,,,,,,,
23211760,NLM,MEDLINE,20181113,1741-203X (Electronic) 1041-6102 (Linking),25,2013 May,Capgras syndrome in Dementia with Lewy Bodies.,843-9,10.1017/S1041610212002189 [doi],"BACKGROUND: Capgras syndrome is characterized by the recurrent, transient belief that a person has been replaced by an identical imposter. We reviewed clinical characteristics of Dementia with Lewy Bodies (DLB) patients with Capgras syndrome compared to those without Capgras. METHODS: We identified 55 consecutive DLB patients (11 cases with Capgras syndrome (DLB-C) and 44 cases without evidence of Capgras (DLB). Semi-structured interviews with the patient and an informant, neurological exams, and neuropsychological testing were performed. Caregivers were assessed for caregiver burden and depression. Primary comparisons were made between DLB-C and DLB. Exploratory analyses using stepwise logistic regression and bootstrap analyses were performed to determine clinical features associated with Capgras. RESULTS: DLB-C patients experienced more visual hallucinations and self-reported anxiety, had higher scores on the Neuropsychiatric Inventory, and were less likely to be treated with cholinesterase inhibitors at time of initial evaluation. Extrapyramidal symptoms and depression were not associated with Capgras. Caregivers of DLB-C patients had higher caregiver burden. DLB-C was associated with self-reported anxiety (OR = 10.9; 95% CI = 2.6-47.6). In a bootstrap analysis, clinical findings that were predictors of Capgras included visual hallucinations (log(OR) = 18.3; 95% CI = 17.9-19.3) and anxiety (log(OR) = 2.9; 95% CI = 0.31-20.2). CONCLUSIONS: Our study suggests that Capgras syndrome is common in DLB and usually occurs in the presence of anxiety and visual hallucinations, suggesting related etiopathogenesis. Early appreciation of Capgras syndrome may afford the opportunity to alleviate caregiver burden and improve patient and caregiver outcomes.",,"['Thaipisuttikul, Papan', 'Lobach, Iryna', 'Zweig, Yael', 'Gurnani, Ashita', 'Galvin, James E']","['Thaipisuttikul P', 'Lobach I', 'Zweig Y', 'Gurnani A', 'Galvin JE']","['Comprehensive Center on Brain Aging, Alzheimer Disease Center, New York University Langone Medical Center, New York, NY, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",20121205,England,Int Psychogeriatr,International psychogeriatrics,9007918,IM,PMC4004517,,,2012/12/06 06:00,2013/09/05 06:00,['2012/12/06 06:00'],"['2012/12/06 06:00 [entrez]', '2012/12/06 06:00 [pubmed]', '2013/09/05 06:00 [medline]']","['S1041610212002189 [pii]', '10.1017/S1041610212002189 [doi]']",ppublish,Int Psychogeriatr. 2013 May;25(5):843-9. doi: 10.1017/S1041610212002189. Epub 2012 Dec 5.,5,,,20130904,"['Aged', 'Aged, 80 and over', 'Capgras Syndrome/complications/*diagnosis/drug therapy/*psychology', 'Caregivers/psychology', 'Cholinesterase Inhibitors/therapeutic use', 'Delusions/psychology', 'Diagnostic and Statistical Manual of Mental Disorders', 'Female', 'Hallucinations/psychology', 'Humans', 'Interviews as Topic', 'Lewy Body Disease/complications/*diagnosis/drug therapy/*psychology', 'Logistic Models', 'Male', 'Mental Status Schedule', 'Neuropsychological Tests', 'Severity of Illness Index', 'Socioeconomic Factors', 'Stress, Psychological/psychology', 'Surveys and Questionnaires']",,['0 (Cholinesterase Inhibitors)'],"['P30 AG008051/AG/NIA NIH HHS/United States', 'R01 AG040211/AG/NIA NIH HHS/United States']",,,,,,['NIHMS574645'],
22645780,NLM,MEDLINE,20120511,0887-1493 (Print) 0887-1493 (Linking),27,2012 Apr,Insurance. Allegations that man used imposter for policy 'speculative'.,6,,,,,,,['eng'],['Newspaper Article'],,United States,AIDS Policy Law,AIDS policy & law,8703425,X,,,,2012/06/01 06:00,2012/06/07 06:00,['2012/06/01 06:00'],"['2012/06/01 06:00 [entrez]', '2012/06/01 06:00 [pubmed]', '2012/06/07 06:00 [medline]']",,ppublish,AIDS Policy Law. 2012 Apr;27(5):6.,5,,,20120606,"['*Acquired Immunodeficiency Syndrome', 'Female', 'Humans', 'Insurance, Life/*legislation & jurisprudence', 'Ohio']",,,,,,,,,,
18071040,NLM,MEDLINE,20071211,0003-9942 (Print) 0003-9942 (Linking),64,2007 Dec,Capgras syndrome and its relationship to neurodegenerative disease.,1762-6,,"BACKGROUND: Capgras syndrome is characterized by a delusional belief that a person has been replaced by an imposter. It has been described in psychiatric and neurological (neurodegenerative and nonneurodegenerative) diseases. OBJECTIVES: To determine whether the clinical and demographic features of subjects with Capgras syndrome differ when the syndrome is associated with neurodegenerative compared with nonneurodegenerative diseases, and whether features differ across different neurodegenerative diseases. DESIGN: Retrospective study. SETTING: Tertiary care medical center. Patients Forty-seven subjects with Capgras syndrome. RESULTS: Thirty-eight of the subjects with Capgras syndrome (81%) had a neurodegenerative disease, most commonly Lewy body disease. Capgras syndrome occurred at a younger age of onset in those with a nonneurodegenerative disease (51 vs 72 years) (P < .001) co-occurring with paranoid schizophrenia, schizoaffective disorder, and methamphetamine abuse and immediately after cerebrovascular events. Of those with Capgras syndrome and Lewy body disease, 100% had visual hallucinations compared with only one of those with Alzheimer disease (14%). CONCLUSIONS: Capgras syndrome is more commonly associated with neurodegenerative diseases, especially Lewy body disease, where visual hallucinations always coexist. In the absence of a neurodegenerative disease, the onset of Capgras syndrome occurs at a significantly younger age and can be associated with psychiatric disease, cerebrovascular events, and illicit drug use.",,"['Josephs, Keith A']",['Josephs KA'],"['Divisions of Behavioral Neurology and Movement Disorders, Department of Neurology, Mayo Clinic, Rochester, MN 55905, USA. Josephs.keith@mayo.edu']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",,United States,Arch Neurol,Archives of neurology,0372436,AIM IM,,,,2007/12/12 09:00,2008/01/03 09:00,['2007/12/12 09:00'],"['2007/12/12 09:00 [pubmed]', '2008/01/03 09:00 [medline]', '2007/12/12 09:00 [entrez]']","['64/12/1762 [pii]', '10.1001/archneur.64.12.1762 [doi]']",ppublish,Arch Neurol. 2007 Dec;64(12):1762-6. doi: 10.1001/archneur.64.12.1762.,12,,,20080102,"['Aged', 'Alzheimer Disease/epidemiology/psychology', 'Brain/pathology', 'Capgras Syndrome/epidemiology/*pathology/psychology', 'Delusions/pathology/psychology', 'Dementia/epidemiology/psychology', 'Female', 'Humans', 'Lewy Body Disease/epidemiology/psychology', 'Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Neurodegenerative Diseases/epidemiology/*pathology/psychology', 'Retrospective Studies']",,,['K12 HD49078/HD/NICHD NIH HHS/United States'],,,,,,,
16344626,NLM,MEDLINE,20190917,1040-8711 (Print) 1040-8711 (Linking),18,2006 Jan,Celiac sprue (the great modern-day imposter).,101-7,,"PURPOSE OF REVIEW: To review the current epidemiological information on celiac disease and the various presentations and associated. RECENT FINDINGS: Epidemiologic studies reveal celiac disease to be common, occurring in approx. 1% of the population. It is being diagnosed worldwide, even in developing countries. The classic mode of presentation has become less common, with diarrhea or a malabsorption syndrome as the mode of presentation in fewer than 50% of individuals. The other major modes of presentation are iron-deficiency anemia, osteoporosis, screening of family members, or incidentally at endoscopy done for dyspepsia or reflux. Neurological presentations may include peripheral neuropathy or ataxia. Arthritis is commonly found in patients with celiac disease when systematically sought. Patients often have a previous diagnosis of irritable bowel syndrome. Autoimmune diseases occur more frequently (three to ten times more) in those with celiac disease than the general population. However, this increased incidence of autoimmune diseases is not prevented by early diagnosis of celiac disease. SUMMARY: We will review the various associated diseases/presentations of celiac disease. The heterogeneity of the symptoms can make the diagnosis challenging and certainly the great modern-day imposter.",,"['Lee, Susie K', 'Green, Peter Hr']","['Lee SK', 'Green PH']","['Celiac Disease Center, Columbia University College of Physicians & Surgeons, New York, NY 10032, USA.']",['eng'],"['Journal Article', 'Review']",,United States,Curr Opin Rheumatol,Current opinion in rheumatology,9000851,IM,,,,2005/12/14 09:00,2006/04/06 09:00,['2005/12/14 09:00'],"['2005/12/14 09:00 [pubmed]', '2006/04/06 09:00 [medline]', '2005/12/14 09:00 [entrez]']","['00002281-200601000-00016 [pii]', '10.1097/01.bor.0000198008.11439.c9 [doi]']",ppublish,Curr Opin Rheumatol. 2006 Jan;18(1):101-7. doi: 10.1097/01.bor.0000198008.11439.c9.,1,,,20060404,"['Autoimmune Diseases/etiology', 'Celiac Disease/complications/*diagnosis/*epidemiology', 'Facies', 'Hematologic Diseases/etiology', 'Humans', 'Mouth Diseases/etiology', 'Nervous System Diseases/etiology', 'Osteoporosis/etiology', 'Rheumatic Diseases/etiology']",,,,,,,,,,145
15164577,NLM,MEDLINE,20061115,0033-2658 (Print) 0033-2658 (Linking),106,2004,[Capgras syndrome and possible worlds or places where the real person and its imposter coexist].,281-303,,"In a previous paper, the author has argued that what actually changes in the person whom the Capgras patient has chosen as his/her target of delusion is non-attribute <I> such as having only ""haecceity."" At the same time, the author has pointed out that such ever-identical <I> is also the target of the indication for the rigid designator as proposed by S. Kripke. Such problems with indication and identity, however, are closely associated with ontology presented by possible worlds semantics, an analytic philosophy that was much debated during the latter half of the 20th century. The purpose of this paper is to try to define the essence of Capgras syndrome from the viewpoint of possible worlds semantics. If Capgras syndrome is taken as suggested by the patient's statement that ""a real person has been replaced by an imposter,"" it is though that this statement refers to metaphysics with regard to the number of individuals who exist in the world. This is because the appearance of the imposter means the generation of a new individual who had not been in existence until that time. The creation of the new individual not only demands the existence of plural worlds as addressed by possible worlds semantics, but also provides a clue to solving problems with places where the real person and its imposter exist. If the number of individuals existing in the world is taken into account, it is difficult to spatio-temporally comprehend the places in which the real person and its imposter exist. Inevitably, the real person and its imposter have to be in mutually different possible worlds as defined by possible worlds semantics. This leads into the conclusion that after the onset of Capgras syndrome, the patient and the imposter are in a possible world that is different from the possible world to which the real person belongs. In the case presented herein, the patient repeatedly talked about how difficult it was to get access to the real person. If the patient was separated by space and time from the real person, his difficulty in getting access should have been only a matter of relativity. On the contrary, it is quite likely that what the patient really wanted to express is the fundamental impossibility of access that exists between two individuals who belong to mutually different possible worlds.",,"['Niiyama, Yoshitsugu']",['Niiyama Y'],"['School of Health Sciences, Faculty of Medicine, Akita University.']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",,Japan,Seishin Shinkeigaku Zasshi,Seishin shinkeigaku zasshi = Psychiatria et neurologia Japonica,9801787,IM,,,,2004/05/29 05:00,2004/07/28 05:00,['2004/05/29 05:00'],"['2004/05/29 05:00 [pubmed]', '2004/07/28 05:00 [medline]', '2004/05/29 05:00 [entrez]']",,ppublish,Seishin Shinkeigaku Zasshi. 2004;106(3):281-303.,3,,,20040727,"['Aged', 'Capgras Syndrome/*psychology', 'Delusions', 'Humans', 'Male']",,,,,,,,,,57
9461686,NLM,MEDLINE,20061115,0017-7768 (Print) 0017-7768 (Linking),133,1997 Sep,[Capgras' syndrome].,"188-90, 247",,"We present 3 cases of Capgras' syndrome-a delusional disorder in which the patient believes that 1 (or more) of his acquaintances has been replaced by an imposter who appears as a double. 2 were schizophrenics and 1 had depression with psychotic features. This syndrome is rare in our practice, but we do not know if this is due to lack of awareness of the condition, or to the possibility that it is a culture-related syndrome. We suggest that although the syndrome has lost some of it's significance, it is still worth making the diagnosis because of the medical and psychological implications this condition carries.",,"['Ben-Zion, I Z', 'Levine, K', 'Shiber, A']","['Ben-Zion IZ', 'Levine K', 'Shiber A']","['Psychiatry Dept., Soroka Medical Center, Beer Sheba.']",['heb'],"['Case Reports', 'English Abstract', 'Journal Article']",,Israel,Harefuah,Harefuah,0034351,IM,,,,1998/02/14 00:00,1998/02/14 00:01,['1998/02/14 00:00'],"['1998/02/14 00:00 [pubmed]', '1998/02/14 00:01 [medline]', '1998/02/14 00:00 [entrez]']",,ppublish,"Harefuah. 1997 Sep;133(5-6):188-90, 247.",5-6,,,19980325,"['Adult', 'Capgras Syndrome/complications/*diagnosis/psychology', 'Depressive Disorder/complications', 'Diagnosis, Differential', 'Female', 'Humans', 'Male', 'Schizophrenia, Paranoid/complications']",,,,,,,,,,
16367710,NLM,PubMed-not-MEDLINE,20051221,0022-3891 (Print) 0022-3891 (Linking),65,1995 Dec,Personological evaluation of Clance's Imposter Phenomenon Scale in a Korean sample.,468-85,,"The purpose of this study was both to determine if the Impostor Phenomenon (IP) can be reliably and validly assessed in a Korean context and if so, evaluate the construct within the context of Jungian typology and the 5-factor model of personality. A sample of 654 Korean men and women were selected from 4 major Korean cities and administered the Clance Impostor Phenomenon Scale (CIPS; Clance & Imes, 1978) along with the Myers-Briggs Type Indicator (MBTI, Form G; Myers & McCaulley, 1985) and NEO Personality Inventory-Revised (NEO-PI-R; Costa & McCrae, 1992). Results indicated that the CIPS was very reliable, and the pattern of correlates suggested impostors to be introverted types on the MBTI. Results with the NEO-PI-R showed impostors to be very high on neuroticism and low on conscientiousness. This pattern of correlates is similar to other performance-inhibiting constructs such as fear of success and fear of failure. It was argued that IP be construed more as a motivational style than as a distinct clinical syndrome. The IP seems to be less pervasive in Korea than America and these cross-cultural implications were discussed.",,"['Chae, J H', 'Piedmont, R L', 'Estadt, B K', 'Wicks, R J']","['Chae JH', 'Piedmont RL', 'Estadt BK', 'Wicks RJ']","['Loyola College, Columbia, MD 21045, USA.']",['eng'],['Journal Article'],,England,J Pers Assess,Journal of personality assessment,1260201,,,,,1995/12/01 00:00,1995/12/01 00:01,['1995/12/01 00:00'],"['1995/12/01 00:00 [pubmed]', '1995/12/01 00:01 [medline]', '1995/12/01 00:00 [entrez]']",['10.1207/s15327752jpa6503_7 [doi]'],ppublish,J Pers Assess. 1995 Dec;65(3):468-85. doi: 10.1207/s15327752jpa6503_7.,3,,,20060113,,,,,,,,,,,
2056424,NLM,MEDLINE,20041117,0022-3891 (Print) 0022-3891 (Linking),56,1991 Apr,"Perceived fraudulence in young adults: is there an ""imposter syndrome""?",308-26,,"This investigation consists of two studies designed to examine perceived fraudulence, its measurement, and the personality traits associated with the experience in young adults. For Study 1, the Perceived Fraudulence Scale (PFS), a new measure constructed for this study, was administered to a sample of 50 college undergraduates, along with several other self-report measures; a semistructured interview and thought-listing exercise were added to provide convergent assessments of perceived fraudulence. Correlational patterns and regression analyses supported the investigators' conceptualization of perceived fraudulence as involving a combination of fraudulent ideation, depressive tendencies, self-criticism, social anxiety, achievement pressures, and self-monitoring skills. Study 2, in which 100 college undergraduates completed several personality questionnaires, replicated the factor structure of the PFS and provided some evidence for the discriminant validity of the construct of perceived fraudulence.",,"['Kolligian, J Jr', 'Sternberg, R J']","['Kolligian J Jr', 'Sternberg RJ']","['Department of Psychology, Yale University, New Haven, CT 06520-7447.']",['eng'],['Journal Article'],,England,J Pers Assess,Journal of personality assessment,1260201,IM,,,,1991/04/01 00:00,2001/03/28 10:01,['1991/04/01 00:00'],"['1991/04/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1991/04/01 00:00 [entrez]']",['10.1207/s15327752jpa5602_10 [doi]'],ppublish,J Pers Assess. 1991 Apr;56(2):308-26. doi: 10.1207/s15327752jpa5602_10.,2,,,19910801,"['Adolescent', 'Adult', 'Anxiety/psychology', '*Deception', 'Depression/psychology', 'Fantasy', 'Female', 'Fraud/*psychology', 'Humans', 'Individuality', 'Male', 'Personality Assessment/statistics & numerical data', 'Personality Tests/*statistics & numerical data', 'Psychometrics', 'Self Concept', 'Thinking']",,,,,,,,,,
2681534,NLM,MEDLINE,20191210,0022-3018 (Print) 0022-3018 (Linking),177,1989 Nov,Delusional misidentification involving the self.,658-8,,"The delusion of replacement of one's self by a double or imposter is a feature of two delusional misidentification syndromes. In the syndrome of subjective doubles, the self-delusional misidentification syndromes. In the syndrome of subjective doubles, the self-delusion is the sole delusion of doubles. In the Capgras syndrome, the delusion of a self-double is infrequently reported; however, when it is reported, self-replacement is always accompanied by delusions of duplication of other people and sometimes of places. We review all such cases reported since 1900 and highlight the variety of presentations.",,"['Kamanitz, J R', 'el-Mallakh, R S', 'Tasman, A']","['Kamanitz JR', 'el-Mallakh RS', 'Tasman A']","['Department of Psychiatry, University of Connecticut Health Center, Farmington.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",,United States,J Nerv Ment Dis,The Journal of nervous and mental disease,0375402,AIM IM,,,,1989/11/01 00:00,1989/11/01 00:01,['1989/11/01 00:00'],"['1989/11/01 00:00 [pubmed]', '1989/11/01 00:01 [medline]', '1989/11/01 00:00 [entrez]']",,ppublish,J Nerv Ment Dis. 1989 Nov;177(11):658-8.,11,,,19891212,"['Delusions/complications/*psychology', 'Depression/complications', '*Ego', 'Female', 'Humans', '*Identification, Psychological', 'Middle Aged']",,,,,,,,,,37
3734772,NLM,MEDLINE,20190724,0022-3018 (Print) 0022-3018 (Linking),174,1986 Aug,Capgras syndrome with subarachnoid hemorrhage.,484-8,,Capgras misidentification syndrome after subarachnoid hemorrhage and the surgical repair of a right middle cerebral artery aneurysm is described. This Capgras delusional belief in an imposter assuming the form of a familiar person may result from disruption of cortical-visual-limbic pathways in the right hemisphere.,,"['Bouckoms, A', 'Martuza, R', 'Henderson, M']","['Bouckoms A', 'Martuza R', 'Henderson M']",,['eng'],"['Case Reports', 'Journal Article']",,United States,J Nerv Ment Dis,The Journal of nervous and mental disease,0375402,AIM IM,,,,1986/08/01 00:00,1986/08/01 00:01,['1986/08/01 00:00'],"['1986/08/01 00:00 [pubmed]', '1986/08/01 00:01 [medline]', '1986/08/01 00:00 [entrez]']",['10.1097/00005053-198608000-00008 [doi]'],ppublish,J Nerv Ment Dis. 1986 Aug;174(8):484-8. doi: 10.1097/00005053-198608000-00008.,8,,,19860917,"['Aged', 'Capgras Syndrome/*etiology/psychology', 'Cerebral Arterial Diseases/diagnostic imaging/surgery', 'Female', 'Humans', 'Intracranial Aneurysm/diagnostic imaging/surgery', 'Neurocognitive Disorders/*etiology/psychology', '*Postoperative Complications', 'Psychotic Disorders/*etiology', 'Radiography', 'Subarachnoid Hemorrhage/*surgery']",,,,,,,,,,
